strategy,date,direction,entry_time,exit_time,entry_underlying,exit_underlying,entry_premium,exit_premium,qty,gross_pnl,fees,net_pnl,reason,setup,symbol,instrument,regime,segment
rsi_bounce,2025-08-04,bullish,13:15,,373.9,373.0,373.9,373.0,221,-198.89999999999498,109.28,-308.18,RSI5_50,S1,COALINDIA-EQ,equity,BULL,all
rsi_bounce,2025-08-04,bullish,13:40,,234.3,234.48,234.3,234.48,354,63.71999999999235,109.64,-45.92,RSI5_50,S1,ONGC-EQ,equity,BULL,all
rsi_15min,2025-08-04,bullish,11:30,,12154.0,12153.0,12154.0,12153.0,6,-6.0,102.06,-108.06,S3_RSI50,S3,ULTRACEMCO-EQ,equity,BULL,all
rsi_15min,2025-08-04,bullish,13:30,,2539.0,2541.0,2539.0,2541.0,32,64.0,108.36,-44.36,S3_RSI50,S3,HINDUNILVR-EQ,equity,BULL,all
rsi_bounce,2025-08-05,bullish,10:20,,104.19,104.1,104.19,104.1,796,-71.64000000000271,109.57,-181.21,RSI5_50,S1,PNB-EQ,equity,BULL,all
rsi_bounce,2025-08-05,bullish,10:50,,177.65,177.5,177.65,177.5,467,-70.05000000000265,109.59,-179.64,RSI5_50,S1,IRCON-EQ,equity,BULL,all
rsi_bounce,2025-08-05,bullish,10:50,,816.25,812.6,816.25,812.6,101,-368.6499999999977,109.05,-477.7,RSI5_50,S1,INDUSINDBK-EQ,equity,BULL,all
rsi_bounce,2025-08-05,bullish,11:40,,2418.1,2416.0,2418.1,2416.0,34,-71.39999999999691,109.02,-180.42,RSI5_50,S1,ASIANPAINT-EQ,equity,BULL,all
rsi_bounce,2025-08-05,bullish,12:10,,1063.0,1063.8,1063.0,1063.8,78,62.39999999999645,109.62,-47.22,RSI5_50,S1,TATACONSUM-EQ,equity,BULL,all
rsi_bounce,2025-08-05,bullish,11:10,,537.95,536.35,537.95,536.35,154,-246.4000000000035,109.42,-355.82,TIME75,S1,JSWENERGY-EQ,equity,BULL,all
rsi_bounce,2025-08-05,bullish,11:35,,885.85,885.25,885.85,885.25,93,-55.800000000002115,109.17,-164.97,RSI5_50,S1,BAJFINANCE-EQ,equity,BULL,all
rsi_bounce,2025-08-05,bullish,12:35,,5663.5,5667.5,5663.5,5667.5,14,56.0,106.89,-50.89,RSI5_50,S1,BRITANNIA-EQ,equity,BULL,all
rsi_bounce,2025-08-05,bullish,12:40,,2790.1,2787.3,2790.1,2787.3,29,-81.19999999999209,108.05,-189.25,RSI5_50,S1,GRASIM-EQ,equity,BULL,all
rsi_bounce,2025-08-05,bullish,13:10,,5067.5,5070.0,5067.5,5070.0,16,40.0,108.23,-68.23,RSI5_50,S1,LTM-EQ,equity,BULL,all
rsi_bounce,2025-08-05,bullish,12:55,,158.79,158.63,158.79,158.63,522,-83.51999999999822,109.53,-193.05,RSI5_50,S1,TATASTEEL-EQ,equity,BULL,all
rsi_bounce,2025-08-05,bullish,13:00,,810.3,813.35,810.3,813.35,102,311.10000000000696,109.54,201.56,RSI5_50,S1,INDUSINDBK-EQ,equity,BULL,all
rsi_bounce,2025-08-05,bullish,13:45,,987.75,987.6,987.75,987.6,84,39.899999999999636,129.61,-89.71,RSI5_50,S1,HDFCBANK-EQ,equity,BULL,all
rsi_bounce,2025-08-05,bullish,13:25,,286.3,286.2,286.3,286.2,289,66.2499999999954,129.44,-63.19,TIME75,S1,POWERGRID-EQ,equity,BULL,all
rsi_15min,2025-08-05,bullish,13:45,,399.32,399.78,399.32,399.78,207,95.21999999999576,109.44,-14.22,S3_EXIT,S3,KOTAKBANK-EQ,equity,BULL,all
rsi_bounce,2025-08-06,bullish,10:15,,329.0,329.95,329.0,329.95,252,239.39999999999714,109.7,129.7,RSI5_50,S1,JIOFIN-EQ,equity,BULL,all
rsi_bounce,2025-08-06,bullish,10:15,,114.2,114.5,114.2,114.5,726,217.79999999999794,109.69,108.11,RSI5_50,S1,ADANIPOWER-EQ,equity,BULL,all
rsi_bounce,2025-08-06,bullish,10:15,,240.59,239.73,240.59,239.73,344,-295.8400000000047,109.32,-405.16,RSI5_50,S1,BANKBARODA-EQ,equity,BULL,all
rsi_bounce,2025-08-06,bullish,10:30,,1126.65,1124.3,1126.65,1124.3,73,-171.55000000000996,109.0,-280.55,RSI5_50,S1,NESTLEIND-EQ,equity,BULL,all
rsi_bounce,2025-08-06,bullish,11:25,,5410.0,5422.5,5410.0,5422.5,15,187.5,108.35,79.15,RSI5_50,S1,BRITANNIA-EQ,equity,BULL,all
rsi_bounce,2025-08-06,bullish,11:25,,7201.5,7203.5,7201.5,7203.5,11,22.0,106.82,-84.82,RSI5_50,S1,APOLLOHOSP-EQ,equity,BULL,all
rsi_bounce,2025-08-06,bullish,10:40,,12543.0,12526.0,12543.0,12526.0,6,-102.0,103.77,-205.77,RSI5_50,S1,MARUTI-EQ,equity,BULL,all
rsi_bounce,2025-08-06,bullish,11:35,,3630.3,3636.9,3630.3,3636.9,22,145.199999999998,107.36,37.84,RSI5_50,S1,LT-EQ,equity,BULL,all
rsi_bounce,2025-08-06,bullish,11:35,,1454.1,1454.4,1454.1,1454.4,57,17.10000000001037,109.58,-92.48,RSI5_50,S1,TECHM-EQ,equity,BULL,all
rsi_bounce,2025-08-06,bullish,11:45,,374.7,375.2,374.7,375.2,221,163.3000000000045,129.55,33.75,RSI5_50,S1,COALINDIA-EQ,equity,BULL,all
rsi_bounce,2025-08-06,bullish,12:15,,233.1,233.35,233.1,233.35,356,89.0,109.69,-20.69,RSI5_50,S1,ONGC-EQ,equity,BULL,all
rsi_bounce,2025-08-06,bullish,12:55,,5675.0,5678.0,5675.0,5678.0,14,42.0,107.0,-65.0,RSI5_50,S1,EICHERMOT-EQ,equity,BULL,all
rsi_bounce,2025-08-06,bullish,13:00,,1058.7,1058.6,1058.7,1058.6,78,-7.800000000010641,109.33,-117.13,RSI5_50,S1,TATACONSUM-EQ,equity,BULL,all
rsi_bounce,2025-08-06,bullish,13:30,,410.55,411.0,410.55,411.0,202,90.8999999999977,109.64,-18.74,RSI5_50,S1,ITC-EQ,equity,BULL,all
rsi_15min,2025-08-06,bullish,11:15,,876.3,878.75,876.3,878.75,94,230.30000000000427,109.29,121.01,S3_RSI50,S3,BAJFINANCE-EQ,equity,BULL,all
rsi_15min,2025-08-06,bullish,11:13,,606.65,606.0,606.65,606.0,136,-88.39999999999691,109.23,-197.63,S3_RSI50,S3,NAVA-EQ,equity,BULL,all
rsi_15min,2025-08-06,bullish,11:15,,401.04,400.78,401.04,400.78,206,-53.560000000009836,109.33,-162.89,S3_RSI50,S3,KOTAKBANK-EQ,equity,BULL,all
rsi_bounce,2025-08-07,bullish,10:15,,1435.5,1434.0,1435.5,1434.0,57,-85.5,108.73,-194.23,RSI5_50,S1,ICICIBANK-EQ,equity,BULL,all
rsi_bounce,2025-08-07,bullish,10:15,,1383.0,1378.9,1383.0,1378.9,60,-245.99999999999454,109.53,-355.53,RSI5_50,S1,RELIANCE-EQ,equity,BULL,all
rsi_bounce,2025-08-07,bullish,10:15,,1917.2,1902.9,1917.2,1902.9,43,-614.899999999998,108.93,-723.83,TIME75,S1,BAJAJFINSV-EQ,equity,BULL,all
rsi_bounce,2025-08-07,bullish,11:15,,412.55,412.8,412.55,412.8,201,50.25,109.61,-59.36,RSI5_50,S1,ITC-EQ,equity,BULL,all
rsi_bounce,2025-08-07,bullish,11:20,,2733.0,2729.7,2733.0,2729.7,30,-99.00000000000546,108.85,-207.85,RSI5_50,S1,GRASIM-EQ,equity,BULL,all
rsi_bounce,2025-08-07,bullish,11:35,,103.37,103.69,103.37,103.69,802,256.63999999999453,109.7,146.94,RSI5_50,S1,PNB-EQ,equity,BULL,all
rsi_bounce,2025-08-07,bullish,12:15,,1911.4,1914.1,1911.4,1914.1,43,116.09999999999218,109.1,7.0,RSI5_50,S1,BHARTIARTL-EQ,equity,BULL,all
rsi_bounce,2025-08-07,bullish,13:15,,2499.5,2496.5,2499.5,2496.5,33,-99.0,109.22,-208.22,RSI5_50,S1,HINDUNILVR-EQ,equity,BULL,all
rsi_bounce,2025-08-07,bullish,12:59,,596.0,596.4,596.0,596.4,139,55.59999999999684,109.57,-53.97,RSI5_50,S1,NAVA-EQ,equity,BULL,all
rsi_bounce,2025-08-07,bullish,13:30,,1040.4,1040.8,1040.4,1040.8,79,31.599999999989222,109.05,-77.45,RSI5_50,S1,TATACONSUM-EQ,equity,BULL,all
rsi_bounce,2025-08-07,bullish,13:25,,1453.1,1453.2,1453.1,1453.2,57,5.700000000007776,109.54,-103.84,RSI5_50,S1,TECHM-EQ,equity,BULL,all
rsi_bounce,2025-08-07,bullish,13:05,,751.05,750.6,751.05,750.6,110,-49.4999999999925,109.33,-158.83,RSI5_50,S1,HDFCLIFE-EQ,equity,BULL,all
rsi_bounce,2025-08-07,bullish,13:35,,231.88,232.04,231.88,232.04,357,57.11999999999878,109.52,-52.4,RSI5_50,S1,ONGC-EQ,equity,BULL,all
rsi_bounce,2025-08-07,bullish,13:55,,12132.0,12154.0,12132.0,12154.0,6,132.0,102.03,29.97,RSI5_50,S1,ULTRACEMCO-EQ,equity,BULL,all
rsi_bounce,2025-08-07,bullish,13:40,,991.8,991.65,991.8,991.65,83,4.700000000003001,129.13,-124.43,RSI5_50,S1,HDFCBANK-EQ,equity,BULL,all
rsi_15min,2025-08-07,bullish,11:20,,619.7,622.15,619.7,622.15,133,325.8499999999909,109.37,216.48,S3_RSI50,S3,SHRIRAMFIN-EQ,equity,BULL,all
rsi_15min,2025-08-07,bullish,11:15,,1044.3,1044.4,1044.3,1044.4,79,7.9000000000107775,109.28,-101.38,S3_RSI50,S3,TATACONSUM-EQ,equity,BULL,all
rsi_15min,2025-08-07,bullish,11:15,,387.4,385.25,387.4,385.25,214,-460.09999999999513,109.36,-569.46,S3_TIME75,S3,BEL-EQ,equity,BULL,all
rsi_15min,2025-08-07,bullish,13:40,,1415.9,1420.4,1415.9,1420.4,58,261.0,109.12,151.88,S3_RSI50,S3,INFY-EQ,equity,BULL,all
rsi_15min,2025-08-07,bullish,13:40,,3172.2,3188.9,3172.2,3188.9,26,434.2000000000071,109.47,324.73,S3_RSI50,S3,M&M-EQ,equity,BULL,all
rsi_bounce,2025-08-08,bullish,10:15,,321.65,322.1,321.65,322.1,258,116.10000000001173,109.71,6.39,RSI5_50,S1,JIOFIN-EQ,equity,BULL,all
rsi_bounce,2025-08-08,bullish,10:15,,2503.3,2503.4,2503.3,2503.4,33,3.2999999999969987,109.36,-106.06,RSI5_50,S1,HINDUNILVR-EQ,equity,BULL,all
rsi_bounce,2025-08-08,bullish,10:20,,1907.0,1908.4,1907.0,1908.4,43,60.20000000000391,108.93,-48.73,RSI5_50,S1,BAJAJFINSV-EQ,equity,BULL,all
rsi_bounce,2025-08-08,bullish,10:15,,2704.8,2701.3,2704.8,2701.3,30,-105.0,108.21,-213.21,RSI5_50,S1,GRASIM-EQ,equity,BULL,all
rsi_bounce,2025-08-08,bullish,10:45,,615.85,615.9,615.85,615.9,134,6.699999999993906,109.3,-102.6,RSI5_50,S1,SHRIRAMFIN-EQ,equity,BULL,all
rsi_bounce,2025-08-08,bullish,10:20,,1063.6,1060.6,1063.6,1060.6,78,-234.0,109.51,-343.51,RSI5_50,S1,AXISBANK-EQ,equity,BULL,all
rsi_bounce,2025-08-08,bullish,10:50,,1581.8,1583.4,1581.8,1583.4,52,83.2000000000071,109.14,-25.94,RSI5_50,S1,SUNPHARMA-EQ,equity,BULL,all
rsi_bounce,2025-08-08,bullish,11:00,,320.65,320.85,320.65,320.85,258,51.60000000001173,109.48,-57.88,RSI5_50,S1,JIOFIN-EQ,equity,BULL,all
rsi_bounce,2025-08-08,bullish,11:05,,799.85,801.15,799.85,801.15,103,133.89999999999532,109.26,24.64,RSI5_50,S1,SBIN-EQ,equity,BULL,all
rsi_bounce,2025-08-08,bullish,11:05,,1370.8,1374.3,1370.8,1374.3,60,210.0,109.19,100.81,RSI5_50,S1,RELIANCE-EQ,equity,BULL,all
rsi_bounce,2025-08-08,bullish,11:25,,3184.6,3187.7,3184.6,3187.7,26,80.59999999999764,109.54,-28.94,RSI5_50,S1,M&M-EQ,equity,BULL,all
rsi_bounce,2025-08-08,bullish,12:10,,1485.0,1485.2,1485.0,1485.2,55,11.000000000002501,108.67,-97.67,RSI5_50,S1,TECHM-EQ,equity,BULL,all
rsi_bounce,2025-08-08,bullish,11:25,,987.75,986.7,987.75,986.7,84,-88.19999999999618,109.58,-197.78,RSI5_50,S1,HDFCBANK-EQ,equity,BULL,all
rsi_bounce,2025-08-08,bullish,12:25,,283.7,283.95,283.7,283.95,292,73.0,109.57,-36.57,RSI5_50,S1,POWERGRID-EQ,equity,BULL,all
rsi_bounce,2025-08-08,bullish,12:05,,3631.0,3628.6,3631.0,3628.6,22,-52.800000000002,107.29,-160.09,RSI5_50,S1,LT-EQ,equity,BULL,all
rsi_bounce,2025-08-08,bullish,13:30,,1868.0,1868.2,1868.0,1868.2,44,8.800000000002001,109.05,-100.25,RSI5_50,S1,BHARTIARTL-EQ,equity,BULL,all
rsi_bounce,2025-08-08,bullish,13:30,,393.02,393.36,393.02,393.36,211,71.74000000000672,109.64,-37.9,RSI5_50,S1,KOTAKBANK-EQ,equity,BULL,all
rsi_bounce,2025-08-08,bullish,13:55,,3537.67,3559.33,3537.67,3559.33,23,298.8899999999976,128.66,170.23,RSI5_50,S1,TRENT-EQ,equity,BULL,all
rsi_bounce,2025-08-08,bullish,13:20,,5679.0,5665.0,5679.0,5665.0,14,-196.0,106.93,-302.93,TIME75,S1,EICHERMOT-EQ,equity,BULL,all
rsi_15min,2025-08-08,bullish,11:25,,393.98,393.72,393.98,393.72,210,-54.59999999999809,109.44,-164.04,S3_TIME75,S3,KOTAKBANK-EQ,equity,BULL,all
rsi_15min,2025-08-08,bullish,14:15,,1865.0,1864.8,1865.0,1864.8,44,-8.800000000002001,108.94,-117.74,S3_EXIT,S3,BHARTIARTL-EQ,equity,BULL,all
rsi_bounce,2025-08-11,bullish,10:20,,1837.3,1837.7,1837.3,1837.7,45,18.000000000004093,109.43,-91.43,RSI5_50,S1,SBILIFE-EQ,equity,BULL,all
rsi_bounce,2025-08-11,bullish,10:55,,415.4,415.6,415.4,415.6,199,45.75000000000364,129.41,-83.66,RSI5_50,S1,ITC-EQ,equity,BULL,all
rsi_bounce,2025-08-11,bullish,11:05,,1855.0,1854.9,1855.0,1854.9,44,-4.399999999995998,108.61,-113.01,RSI5_50,S1,BHARTIARTL-EQ,equity,BULL,all
rsi_bounce,2025-08-11,bullish,11:05,,4556.5,4550.0,4556.5,4550.0,18,-117.0,108.85,-225.85,RSI5_50,S1,HEROMOTOCO-EQ,equity,BULL,all
rsi_bounce,2025-08-11,bullish,11:45,,527.75,529.2,527.75,529.2,157,227.65000000000714,129.66,97.99,RSI5_50,S1,JSWENERGY-EQ,equity,BULL,all
rsi_bounce,2025-08-11,bullish,11:45,,242.2,242.58,242.2,242.58,342,129.96000000000816,109.6,20.36,RSI5_50,S1,BANKBARODA-EQ,equity,BULL,all
rsi_bounce,2025-08-11,bullish,12:35,,1596.6,1597.0,1596.6,1597.0,51,20.40000000000464,108.48,-88.08,RSI5_50,S1,SUNPHARMA-EQ,equity,BULL,all
rsi_bounce,2025-08-11,bullish,11:40,,672.2,671.55,672.2,671.55,123,-79.95000000001119,109.38,-189.33,RSI5_50,S1,HINDALCO-EQ,equity,BULL,all
rsi_bounce,2025-08-11,bullish,13:55,,1846.6,1853.7,1846.6,1853.7,44,312.400000000006,108.49,203.91,RSI5_50,S1,BHARTIARTL-EQ,equity,BULL,all
rsi_15min,2025-08-11,bullish,11:45,,5665.0,5664.0,5665.0,5664.0,14,-14.0,106.87,-120.87,S3_RSI50,S3,EICHERMOT-EQ,equity,BULL,all
rsi_15min,2025-08-11,bullish,11:55,,780.8,781.95,780.8,781.95,106,121.90000000000964,109.53,12.37,S3_RSI50,S3,INDUSINDBK-EQ,equity,BULL,all
rsi_15min,2025-08-11,bullish,11:55,,157.32,157.55,157.32,157.55,527,121.21000000000959,109.65,11.56,S3_RSI50,S3,TATASTEEL-EQ,equity,BULL,all
rsi_bounce,2025-08-12,bullish,10:35,,1911.1,1911.5,1911.1,1911.5,43,17.20000000000391,109.05,-91.85,RSI5_50,S1,BAJAJFINSV-EQ,equity,BULL,all
rsi_bounce,2025-08-12,bullish,10:35,,1051.6,1051.5,1051.6,1051.5,78,-7.799999999992906,108.91,-116.71,RSI5_50,S1,JSWSTEEL-EQ,equity,BULL,all
rsi_bounce,2025-08-12,bullish,11:15,,1508.4,1508.8,1508.4,1508.8,55,21.999999999992497,109.63,-87.63,RSI5_50,S1,CIPLA-EQ,equity,BULL,all
rsi_bounce,2025-08-12,bullish,10:35,,992.25,989.2,992.25,989.2,83,-253.14999999999623,109.04,-362.19,TIME75,S1,HDFCBANK-EQ,equity,BULL,all
rsi_bounce,2025-08-12,bullish,11:15,,417.35,417.0,417.35,417.0,198,-69.3000000000045,109.34,-178.64,RSI5_50,S1,ITC-EQ,equity,BULL,all
rsi_bounce,2025-08-12,bullish,13:20,,160.6,160.54,160.6,160.54,516,46.28999999999883,129.54,-83.25,RSI5_50,S1,TATASTEEL-EQ,equity,BULL,all
rsi_bounce,2025-08-12,bullish,13:00,,244.14,242.95,244.14,242.95,339,-403.40999999999923,109.27,-512.68,RSI5_50,S1,BANKBARODA-EQ,equity,BULL,all
rsi_bounce,2025-08-12,bullish,13:20,,861.1,854.85,861.1,854.85,96,-600.0,109.1,-709.1,TIME75,S1,BAJFINANCE-EQ,equity,BULL,all
rsi_15min,2025-08-12,bullish,11:15,,1334.3,1336.6,1334.3,1336.6,62,142.59999999999718,109.52,33.08,S3_RSI50,S3,ADANIPORTS-EQ,equity,BULL,all
rsi_15min,2025-08-12,bullish,11:15,,1386.0,1385.0,1386.0,1385.0,59,-59.0,108.7,-167.7,S3_RSI50,S3,RELIANCE-EQ,equity,BULL,all
rsi_15min,2025-08-12,bullish,11:20,,5330.0,5328.0,5330.0,5328.0,15,-30.0,107.34,-137.34,S3_TIME75,S3,BRITANNIA-EQ,equity,BULL,all
rsi_15min,2025-08-12,bullish,13:35,,784.2,782.4,784.2,782.4,105,-189.00000000000716,109.06,-298.06,S3_EXIT,S3,INDUSINDBK-EQ,equity,BULL,all
rsi_15min,2025-08-12,bullish,13:40,,1050.8,1047.8,1050.8,1047.8,78,-234.0,108.76,-342.76,S3_EXIT,S3,JSWSTEEL-EQ,equity,BULL,all
rsi_bounce,2025-08-13,bullish,10:20,,1895.4,1898.3,1895.4,1898.3,43,124.69999999999413,108.59,16.11,RSI5_50,S1,BAJAJFINSV-EQ,equity,BULL,all
rsi_bounce,2025-08-13,bullish,10:20,,1416.9,1415.8,1416.9,1415.8,58,-63.80000000000791,109.0,-172.8,RSI5_50,S1,ICICIBANK-EQ,equity,BULL,all
rsi_bounce,2025-08-13,bullish,10:50,,415.0,413.8,415.0,413.8,200,-239.99999999999773,109.54,-349.54,TIME75,S1,ITC-EQ,equity,BULL,all
rsi_bounce,2025-08-13,bullish,10:50,,1325.0,1320.4,1325.0,1320.4,62,-285.19999999999436,108.87,-394.07,TIME75,S1,ADANIPORTS-EQ,equity,BULL,all
rsi_bounce,2025-08-13,bullish,10:55,,242.92,241.83,242.92,241.83,341,-371.68999999999147,109.35,-481.04,TIME75,S1,BANKBARODA-EQ,equity,BULL,all
rsi_bounce,2025-08-13,bullish,12:05,,2476.5,2479.1,2476.5,2479.1,33,85.799999999997,108.73,-22.93,RSI5_50,S1,HINDUNILVR-EQ,equity,BULL,all
rsi_bounce,2025-08-13,bullish,12:05,,3468.1,3467.4,3468.1,3467.4,23,-16.099999999995816,107.21,-123.31,RSI5_50,S1,TITAN-EQ,equity,BULL,all
rsi_bounce,2025-08-13,bullish,12:10,,12445.0,12441.0,12445.0,12441.0,6,-24.0,103.38,-127.38,RSI5_50,S1,ULTRACEMCO-EQ,equity,BULL,all
rsi_bounce,2025-08-13,bullish,13:35,,1053.2,1053.2,1053.2,1053.2,78,0.0,109.01,-109.01,RSI5_50,S1,JSWSTEEL-EQ,equity,BULL,all
rsi_bounce,2025-08-13,bullish,13:35,,534.5,534.95,534.5,534.95,155,69.75000000000705,109.57,-39.82,RSI5_50,S1,JSWENERGY-EQ,equity,BULL,all
rsi_bounce,2025-08-13,bullish,13:45,,160.44,160.48,160.44,160.48,517,20.679999999995886,109.62,-88.94,RSI5_50,S1,TATASTEEL-EQ,equity,BULL,all
rsi_15min,2025-08-13,bullish,11:35,,768.1,771.2,768.1,771.2,108,334.80000000000246,109.78,225.02,S3_RSI50,S3,INDUSINDBK-EQ,equity,BULL,all
rsi_15min,2025-08-13,bullish,11:30,,1381.3,1380.5,1381.3,1380.5,60,-47.99999999999727,109.55,-157.55,S3_RSI50,S3,RELIANCE-EQ,equity,BULL,all
rsi_15min,2025-08-13,bullish,11:30,,160.8,160.7,160.8,160.7,516,-51.60000000001173,109.59,-161.19,S3_RSI50,S3,TATASTEEL-EQ,equity,BULL,all
rsi_bounce,2025-08-14,bullish,10:20,,3667.8,3674.2,3667.8,3674.2,22,140.799999999992,107.99,32.81,RSI5_50,S1,LT-EQ,equity,BULL,all
rsi_bounce,2025-08-14,bullish,10:15,,1556.9,1558.5,1556.9,1558.5,53,84.79999999999518,109.32,-24.52,RSI5_50,S1,CIPLA-EQ,equity,BULL,all
rsi_bounce,2025-08-14,bullish,10:15,,6125.0,6118.5,6125.0,6118.5,13,-84.5,107.08,-191.58,RSI5_50,S1,DIVISLAB-EQ,equity,BULL,all
rsi_bounce,2025-08-14,bullish,11:15,,397.02,397.02,397.02,397.02,209,0.0,109.65,-109.65,RSI5_50,S1,KOTAKBANK-EQ,equity,BULL,all
rsi_bounce,2025-08-14,bullish,10:50,,12296.0,12300.0,12296.0,12300.0,6,24.0,102.73,-78.73,RSI5_50,S1,ULTRACEMCO-EQ,equity,BULL,all
rsi_bounce,2025-08-14,bullish,11:25,,527.1,529.25,527.1,529.25,157,337.54999999999643,109.63,227.92,RSI5_50,S1,JSWENERGY-EQ,equity,BULL,all
rsi_bounce,2025-08-14,bullish,11:25,,12835.0,12828.0,12835.0,12828.0,6,-42.0,105.12,-147.12,RSI5_50,S1,MARUTI-EQ,equity,BULL,all
rsi_bounce,2025-08-14,bullish,11:45,,382.7,384.0,382.7,384.0,216,280.80000000000246,129.53,151.27,RSI5_50,S1,COALINDIA-EQ,equity,BULL,all
rsi_bounce,2025-08-14,bullish,11:00,,413.0,412.55,413.0,412.55,200,-89.99999999999773,109.31,-199.31,RSI5_50,S1,ITC-EQ,equity,BULL,all
rsi_bounce,2025-08-14,bullish,11:50,,1504.9,1500.4,1504.9,1500.4,55,-247.5,109.35,-356.85,RSI5_50,S1,TECHM-EQ,equity,BULL,all
rsi_bounce,2025-08-14,bullish,12:20,,1255.0,1256.4,1255.0,1256.4,66,92.400000000006,109.57,-17.17,RSI5_50,S1,DRREDDY-EQ,equity,BULL,all
rsi_bounce,2025-08-14,bullish,12:45,,241.59,242.48,241.59,242.48,343,305.2699999999953,129.7,175.57,RSI5_50,S1,BANKBARODA-EQ,equity,BULL,all
rsi_bounce,2025-08-14,bullish,12:45,,1293.0,1296.5,1293.0,1296.5,64,224.0,109.58,114.42,RSI5_50,S1,ADANIPORTS-EQ,equity,BULL,all
rsi_bounce,2025-08-14,bullish,13:30,,105.96,106.11,105.96,106.11,783,117.45000000000445,109.68,7.77,RSI5_50,S1,PNB-EQ,equity,BULL,all
rsi_bounce,2025-08-14,bullish,13:20,,3589.67,3593.67,3589.67,3593.67,23,92.0,109.37,-17.37,RSI5_50,S1,TRENT-EQ,equity,BULL,all
rsi_bounce,2025-08-14,bullish,13:35,,8214.5,8218.5,8214.5,8218.5,10,40.0,109.03,-69.03,RSI5_50,S1,BAJAJ-AUTO-EQ,equity,BULL,all
rsi_bounce,2025-08-14,bullish,13:55,,1043.7,1041.2,1043.7,1041.2,79,-197.5,109.14,-306.64,RSI5_50,S1,JSWSTEEL-EQ,equity,BULL,all
rsi_15min,2025-08-14,bullish,11:15,,1634.2,1633.3,1634.2,1633.3,50,-45.00000000000455,108.65,-153.65,S3_RSI50,S3,SUNPHARMA-EQ,equity,BULL,all
rsi_15min,2025-08-14,bullish,11:15,,688.05,689.8,688.05,689.8,120,210.0,109.43,100.57,S3_RSI50,S3,HINDALCO-EQ,equity,BULL,all
rsi_15min,2025-08-14,bullish,11:30,,3644.6,3653.6,3644.6,3653.6,22,198.0,107.64,90.36,S3_RSI50,S3,LT-EQ,equity,BULL,all
rsi_15min,2025-08-14,bullish,11:55,,1063.2,1065.0,1063.2,1065.0,78,140.39999999999645,109.67,30.73,S3_RSI50,S3,AXISBANK-EQ,equity,BULL,all
rsi_15min,2025-08-14,bullish,11:15,,773.65,771.15,773.65,771.15,107,-267.5,109.36,-376.86,S3_TIME75,S3,INDUSINDBK-EQ,equity,BULL,all
rsi_15min,2025-08-14,bullish,13:35,,5315.5,5302.0,5315.5,5302.0,15,-202.5,107.1,-309.6,S3_EXIT,S3,BRITANNIA-EQ,equity,BULL,all
rsi_bounce,2025-08-18,bullish,10:35,,1485.4,1484.0,1485.4,1484.0,55,-77.000000000005,108.63,-185.63,RSI5_50,S1,TECHM-EQ,equity,BULL,all
rsi_bounce,2025-08-18,bullish,10:35,,5029.0,5023.4,5029.0,5023.4,16,-89.60000000000582,107.7,-197.3,RSI5_50,S1,HEROMOTOCO-EQ,equity,BULL,all
rsi_bounce,2025-08-18,bullish,10:55,,339.25,339.5,339.25,339.5,244,61.0,109.52,-48.52,RSI5_50,S1,NTPC-EQ,equity,BULL,all
rsi_bounce,2025-08-18,bullish,11:05,,246.45,246.59,246.45,246.59,336,47.040000000004966,109.53,-62.49,RSI5_50,S1,WIPRO-EQ,equity,BULL,all
rsi_bounce,2025-08-18,bullish,10:15,,1005.8,1003.2,1005.8,1003.2,82,-213.19999999999254,109.16,-322.36,RSI5_50,S1,HDFCBANK-EQ,equity,BULL,all
rsi_bounce,2025-08-18,bullish,11:10,,628.5,629.0,628.5,629.0,132,66.0,109.65,-43.65,RSI5_50,S1,SHRIRAMFIN-EQ,equity,BULL,all
rsi_bounce,2025-08-18,bullish,11:35,,1439.6,1440.1,1439.6,1440.1,57,28.5,108.96,-80.46,RSI5_50,S1,ICICIBANK-EQ,equity,BULL,all
rsi_bounce,2025-08-18,bullish,11:25,,1628.8,1628.6,1628.8,1628.6,50,-10.000000000002274,108.48,-118.48,RSI5_50,S1,SUNPHARMA-EQ,equity,BULL,all
rsi_bounce,2025-08-18,bullish,11:45,,408.5,408.55,408.5,408.55,203,10.150000000002308,109.61,-99.46,RSI5_50,S1,ITC-EQ,equity,BULL,all
rsi_bounce,2025-08-18,bullish,11:10,,578.55,574.2,578.55,574.2,143,-622.049999999987,109.15,-731.2,TIME75,S1,NAVA-EQ,equity,BULL,all
rsi_bounce,2025-08-18,bullish,12:15,,827.0,828.55,827.0,828.55,100,154.99999999999545,109.51,45.49,RSI5_50,S1,SBIN-EQ,equity,BULL,all
rsi_bounce,2025-08-18,bullish,12:20,,156.5,156.65,156.5,156.65,530,79.50000000000301,109.64,-30.14,RSI5_50,S1,TATASTEEL-EQ,equity,BULL,all
rsi_bounce,2025-08-18,bullish,12:35,,6160.0,6168.0,6160.0,6168.0,13,121.5,127.51,-6.01,RSI5_50,S1,DIVISLAB-EQ,equity,BULL,all
rsi_15min,2025-08-18,bullish,11:40,,328.85,328.45,328.85,328.45,252,-100.8000000000086,109.5,-210.3,S3_TIME75,S3,JIOFIN-EQ,equity,BULL,all
rsi_bounce,2025-08-19,bullish,10:15,,328.8,329.55,328.8,329.55,252,189.0,109.64,79.36,RSI5_50,S1,JIOFIN-EQ,equity,BULL,all
