strategy,date,direction,entry_time,exit_time,entry_underlying,exit_underlying,entry_premium,exit_premium,qty,gross_pnl,fees,net_pnl,reason,setup,symbol,instrument,regime,segment
rsi_bounce,2025-06-02,bullish,10:25,,11034.0,11049.0,11034.0,11049.0,7,105.0,105.38,-0.38,RSI5_50,S1,ULTRACEMCO-EQ,equity,BULL,all
rsi_bounce,2025-06-02,bullish,10:20,,1433.6,1435.5,1433.6,1435.5,57,108.30000000000518,108.73,-0.43,RSI5_50,S1,ICICIBANK-EQ,equity,BULL,all
rsi_bounce,2025-06-02,bullish,10:35,,971.55,973.2,971.55,973.2,85,140.25000000000773,109.41,30.84,RSI5_50,S1,JSWSTEEL-EQ,equity,BULL,all
rsi_bounce,2025-06-02,bullish,10:40,,6949.0,6983.5,6949.0,6983.5,11,379.5,104.9,274.6,RSI5_50,S1,APOLLOHOSP-EQ,equity,BULL,all
rsi_bounce,2025-06-02,bullish,10:20,,8427.5,8433.0,8427.5,8433.0,9,49.5,104.29,-54.79,RSI5_50,S1,BAJAJ-AUTO-EQ,equity,BULL,all
rsi_bounce,2025-06-02,bullish,10:35,,3480.8,3486.3,3480.8,3486.3,23,126.5,107.5,19.0,RSI5_50,S1,TITAN-EQ,equity,BULL,all
rsi_bounce,2025-06-02,bullish,11:05,,814.0,813.9,814.0,813.9,101,-10.100000000002296,109.05,-119.15,RSI5_50,S1,INDUSINDBK-EQ,equity,BULL,all
rsi_bounce,2025-06-02,bullish,11:30,,399.0,399.0,399.0,399.0,208,0.0,109.65,-109.65,RSI5_50,S1,COALINDIA-EQ,equity,BULL,all
rsi_bounce,2025-06-02,bullish,11:30,,193.38,193.55,193.38,193.55,429,72.93000000000683,109.66,-36.73,RSI5_50,S1,IRCON-EQ,equity,BULL,all
rsi_bounce,2025-06-02,bullish,11:40,,330.7,330.85,330.7,330.85,250,37.50000000000853,109.43,-71.93,RSI5_50,S1,NTPC-EQ,equity,BULL,all
rsi_bounce,2025-06-02,bullish,12:10,,11036.0,11047.0,11036.0,11047.0,7,77.0,105.37,-28.37,RSI5_50,S1,ULTRACEMCO-EQ,equity,BULL,all
rsi_bounce,2025-06-02,bullish,12:30,,240.01,240.25,240.01,240.25,345,82.80000000000314,109.54,-26.74,RSI5_50,S1,ETERNAL-EQ,equity,BULL,all
rsi_bounce,2025-06-02,bullish,13:00,,5336.5,5343.5,5336.5,5343.5,15,105.0,107.48,-2.48,RSI5_50,S1,EICHERMOT-EQ,equity,BULL,all
rsi_bounce,2025-06-02,bullish,13:00,,6957.5,6956.0,6957.5,6956.0,11,-16.5,104.78,-121.28,RSI5_50,S1,APOLLOHOSP-EQ,equity,BULL,all
rsi_15min,2025-06-02,bullish,11:15,,764.8,764.3,764.8,764.3,108,-54.0,109.33,-163.33,S3_TIME75,S3,HDFCLIFE-EQ,equity,BULL,all
rsi_bounce,2025-06-03,bullish,10:15,,408.62,408.92,408.62,408.92,203,60.90000000000231,109.64,-48.74,RSI5_50,S1,KOTAKBANK-EQ,equity,BULL,all
rsi_bounce,2025-06-03,bullish,10:40,,807.5,806.8,807.5,806.8,102,-71.40000000000464,109.13,-180.53,RSI5_50,S1,INDUSINDBK-EQ,equity,BULL,all
rsi_bounce,2025-06-03,bullish,10:50,,109.66,109.55,109.66,109.55,756,-83.15999999999957,109.54,-192.7,RSI5_50,S1,ADANIPOWER-EQ,equity,BULL,all
rsi_bounce,2025-06-03,bullish,11:15,,1993.4,1986.8,1993.4,1986.8,41,-270.6000000000056,108.57,-379.17,RSI5_50,S1,BAJAJFINSV-EQ,equity,BULL,all
rsi_bounce,2025-06-03,bullish,12:30,,633.45,633.6,633.45,633.6,131,19.64999999999702,109.66,-90.01,RSI5_50,S1,HINDALCO-EQ,equity,BULL,all
rsi_bounce,2025-06-03,bullish,13:00,,1195.85,1195.25,1195.85,1195.25,69,-41.399999999993724,109.26,-150.66,RSI5_50,S1,NESTLEIND-EQ,equity,BULL,all
rsi_bounce,2025-06-03,bullish,13:10,,2395.4,2399.28,2395.4,2399.28,34,131.9200000000037,108.55,23.37,RSI5_50,S1,ADANIENT-EQ,equity,BULL,all
rsi_15min,2025-06-03,bullish,11:15,,239.4,240.89,239.4,240.89,346,515.5399999999934,109.79,405.75,S3_RSI50,S3,ETERNAL-EQ,equity,BULL,all
rsi_15min,2025-06-03,bullish,11:40,,252.93,251.76,252.93,251.76,328,-383.7600000000052,109.44,-493.2,S3_TIME75,S3,BANKBARODA-EQ,equity,BULL,all
rsi_bounce,2025-06-04,bullish,10:15,,5535.5,5533.0,5535.5,5533.0,14,-35.0,105.49,-140.49,RSI5_50,S1,BRITANNIA-EQ,equity,BULL,all
rsi_bounce,2025-06-04,bullish,11:20,,1172.1,1173.9,1172.1,1173.9,70,126.00000000001273,108.99,17.01,RSI5_50,S1,AXISBANK-EQ,equity,BULL,all
rsi_bounce,2025-06-04,bullish,10:40,,326.1,325.65,326.1,325.65,254,-114.30000000001155,109.48,-223.78,RSI5_50,S1,NTPC-EQ,equity,BULL,all
rsi_bounce,2025-06-04,bullish,11:30,,247.05,246.72,247.05,246.72,335,-110.55000000000419,109.42,-219.97,RSI5_50,S1,WIPRO-EQ,equity,BULL,all
rsi_bounce,2025-06-04,bullish,11:20,,967.95,964.75,967.95,964.75,85,-272.00000000000387,108.98,-380.98,RSI5_50,S1,JSWSTEEL-EQ,equity,BULL,all
rsi_bounce,2025-06-04,bullish,11:50,,8565.0,8543.5,8565.0,8543.5,9,-193.5,105.12,-298.62,RSI5_50,S1,BAJAJ-AUTO-EQ,equity,BULL,all
rsi_bounce,2025-06-04,bullish,12:40,,535.2,533.85,535.2,533.85,82,-110.70000000000186,80.18,-190.88,RSI5_50,S1,NAVA-EQ,equity,BULL,all
rsi_bounce,2025-06-04,bullish,12:40,,1479.7,1475.0,1479.7,1475.0,56,-263.20000000000255,109.42,-372.62,RSI5_50,S1,CIPLA-EQ,equity,BULL,all
rsi_bounce,2025-06-04,bullish,13:45,,1426.9,1427.7,1426.9,1427.7,58,46.39999999999736,109.49,-63.09,RSI5_50,S1,ICICIBANK-EQ,equity,BULL,all
rsi_15min,2025-06-04,bullish,11:55,,3064.2,3055.3,3064.2,3055.3,27,-240.29999999999018,109.34,-349.64,S3_TIME75,S3,M&M-EQ,equity,BULL,all
rsi_15min,2025-06-04,bullish,14:25,,897.5,898.2,897.5,898.2,92,64.40000000000418,109.36,-44.96,S3_EXIT,S3,BAJFINANCE-EQ,equity,BULL,all
rsi_bounce,2025-06-05,bullish,10:25,,1670.0,1671.0,1670.0,1671.0,49,49.0,108.81,-59.81,RSI5_50,S1,SUNPHARMA-EQ,equity,BULL,all
rsi_bounce,2025-06-05,bullish,10:20,,1940.3,1937.9,1940.3,1937.9,42,-100.79999999999427,108.48,-209.28,RSI5_50,S1,BAJAJFINSV-EQ,equity,BULL,all
rsi_bounce,2025-06-05,bullish,10:30,,328.55,328.5,328.55,328.5,252,-12.600000000002865,109.49,-122.09,RSI5_50,S1,NTPC-EQ,equity,BULL,all
rsi_bounce,2025-06-05,bullish,10:40,,1937.9,1937.7,1937.9,1937.7,42,-8.40000000000191,108.44,-116.84,RSI5_50,S1,BAJAJFINSV-EQ,equity,BULL,all
rsi_bounce,2025-06-05,bullish,10:25,,805.6,805.5,805.6,805.5,103,-10.300000000002342,109.64,-119.94,RSI5_50,S1,SBIN-EQ,equity,BULL,all
rsi_bounce,2025-06-05,bullish,10:40,,1548.7,1549.9,1548.7,1549.9,53,63.60000000000241,109.0,-45.4,RSI5_50,S1,INFY-EQ,equity,BULL,all
rsi_bounce,2025-06-05,bullish,10:55,,237.39,237.5,237.39,237.5,349,38.39000000000476,109.56,-71.17,RSI5_50,S1,ONGC-EQ,equity,BULL,all
rsi_bounce,2025-06-05,bullish,10:50,,805.25,804.1,805.25,804.1,103,-118.44999999999766,109.55,-228.0,RSI5_50,S1,INDUSINDBK-EQ,equity,BULL,all
rsi_bounce,2025-06-05,bullish,11:30,,6871.5,6870.5,6871.5,6870.5,12,-12.0,109.24,-121.24,RSI5_50,S1,APOLLOHOSP-EQ,equity,BULL,all
rsi_bounce,2025-06-05,bullish,13:20,,8561.0,8561.5,8561.0,8561.5,9,4.5,105.17,-100.67,RSI5_50,S1,BAJAJ-AUTO-EQ,equity,BULL,all
rsi_bounce,2025-06-05,bullish,12:40,,510.95,508.25,510.95,508.25,162,-437.39999999999816,109.27,-546.67,TIME75,S1,JSWENERGY-EQ,equity,BULL,all
rsi_bounce,2025-06-05,bullish,13:00,,3380.7,3367.2,3380.7,3367.2,24,-324.0,108.09,-432.09,TIME75,S1,TCS-EQ,equity,BULL,all
rsi_bounce,2025-06-05,bullish,13:45,,1935.8,1933.6,1935.8,1933.6,42,-92.40000000000191,108.32,-200.72,RSI5_50,S1,BAJAJFINSV-EQ,equity,BULL,all
rsi_bounce,2025-06-05,bullish,13:55,,636.45,635.3,636.45,635.3,130,-149.50000000001182,109.39,-258.89,RSI5_50,S1,HINDALCO-EQ,equity,BULL,all
rsi_15min,2025-06-05,bullish,13:35,,972.85,974.2,972.85,974.2,85,114.75000000000193,109.48,5.27,S3_EXIT,S3,HDFCBANK-EQ,equity,BULL,all
rsi_15min,2025-06-05,bullish,13:35,,236.78,236.87,236.78,236.87,350,31.500000000001194,109.57,-78.07,S3_EXIT,S3,ONGC-EQ,equity,BULL,all
rsi_15min,2025-06-05,bullish,13:35,,1631.1,1628.0,1631.1,1628.0,50,-154.99999999999545,108.49,-263.49,S3_EXIT,S3,HCLTECH-EQ,equity,BULL,all
rsi_bounce,2025-06-06,bullish,11:35,,5572.0,5577.0,5572.0,5577.0,14,70.0,105.94,-35.94,RSI5_50,S1,BRITANNIA-EQ,equity,BULL,all
rsi_bounce,2025-06-06,bullish,12:30,,294.5,294.2,294.5,294.2,281,-84.3000000000032,109.42,-193.72,RSI5_50,S1,POWERGRID-EQ,equity,BULL,all
rsi_bounce,2025-06-06,bullish,12:40,,248.25,248.09,248.25,248.09,334,-53.43999999999886,109.56,-163.0,RSI5_50,S1,WIPRO-EQ,equity,BULL,all
rsi_bounce,2025-06-06,bullish,12:25,,1112.3,1111.6,1112.3,1111.6,74,-51.800000000003365,109.1,-160.9,RSI5_50,S1,TATACONSUM-EQ,equity,BULL,all
rsi_bounce,2025-06-06,bullish,13:20,,1452.5,1454.5,1452.5,1454.5,57,117.39999999999691,129.55,-12.15,RSI5_50,S1,ICICIBANK-EQ,equity,BULL,all
rsi_bounce,2025-06-06,bullish,13:30,,244.21,244.4,244.21,244.4,339,64.40999999999923,109.52,-45.11,RSI5_50,S1,BANKBARODA-EQ,equity,BULL,all
rsi_bounce,2025-06-09,bullish,10:20,,1447.0,1447.9,1447.0,1447.9,57,51.300000000005184,109.29,-57.99,RSI5_50,S1,RELIANCE-EQ,equity,BULL,all
rsi_bounce,2025-06-09,bullish,10:15,,3108.1,3095.1,3108.1,3095.1,26,-338.0,107.83,-445.83,TIME75,S1,M&M-EQ,equity,BULL,all
rsi_bounce,2025-06-09,bullish,10:30,,3528.9,3530.6,3528.9,3530.6,23,39.099999999995816,108.29,-69.19,TIME75,S1,TITAN-EQ,equity,BULL,all
rsi_bounce,2025-06-09,bullish,10:45,,11232.0,11215.0,11232.0,11215.0,7,-119.0,106.3,-225.3,RSI5_50,S1,ULTRACEMCO-EQ,equity,BULL,all
rsi_bounce,2025-06-09,bullish,11:30,,1440.3,1440.0,1440.3,1440.0,57,-17.099999999997408,108.97,-126.07,RSI5_50,S1,ICICIBANK-EQ,equity,BULL,all
rsi_bounce,2025-06-09,bullish,11:55,,699.55,693.6,699.55,693.6,118,-702.099999999992,108.98,-811.08,RSI5_50,S1,SHRIRAMFIN-EQ,equity,BULL,all
rsi_bounce,2025-06-09,bullish,13:05,,1448.4,1447.3,1448.4,1447.3,57,-62.700000000007776,109.29,-171.99,TIME75,S1,RELIANCE-EQ,equity,BULL,all
rsi_bounce,2025-06-10,bullish,10:30,,337.95,337.0,337.95,337.0,245,-232.74999999999721,109.38,-342.13,RSI5_50,S1,NTPC-EQ,equity,BULL,all
rsi_bounce,2025-06-10,bullish,10:20,,12619.0,12561.0,12619.0,12561.0,6,-348.0,103.99,-451.99,TIME75,S1,MARUTI-EQ,equity,BULL,all
rsi_bounce,2025-06-10,bullish,11:25,,156.7,156.8,156.7,156.8,529,52.90000000001203,109.6,-56.7,RSI5_50,S1,TATASTEEL-EQ,equity,BULL,all
rsi_bounce,2025-06-10,bullish,10:35,,958.35,955.6,958.35,955.6,86,-236.5,109.1,-345.6,TIME75,S1,BAJFINANCE-EQ,equity,BULL,all
rsi_bounce,2025-06-10,bullish,11:35,,982.4,981.0,982.4,981.0,84,-117.59999999999809,109.24,-226.84,RSI5_50,S1,HDFCBANK-EQ,equity,BULL,all
rsi_bounce,2025-06-10,bullish,12:30,,246.22,246.16,246.22,246.16,337,-20.220000000000766,109.63,-129.85,RSI5_50,S1,BANKBARODA-EQ,equity,BULL,all
rsi_bounce,2025-06-10,bullish,13:20,,3461.4,3463.0,3461.4,3463.0,23,35.49999999999909,127.12,-91.62,RSI5_50,S1,TCS-EQ,equity,BULL,all
rsi_15min,2025-06-10,bullish,11:25,,1684.0,1681.1,1684.0,1681.1,49,-142.10000000000446,109.21,-251.31,S3_TIME75,S3,SUNPHARMA-EQ,equity,BULL,all
rsi_15min,2025-06-10,bullish,11:35,,1005.85,1004.45,1005.85,1004.45,82,-114.79999999999814,109.2,-224.0,S3_TIME75,S3,JSWSTEEL-EQ,equity,BULL,all
rsi_15min,2025-06-10,bullish,11:40,,3892.0,3892.67,3892.0,3892.67,21,14.070000000001528,108.71,-94.64,S3_TIME75,S3,TRENT-EQ,equity,BULL,all
rsi_bounce,2025-06-11,bullish,10:25,,2513.87,2519.21,2513.87,2519.21,33,176.2200000000048,109.71,66.51,RSI5_50,S1,ADANIENT-EQ,equity,BULL,all
rsi_bounce,2025-06-11,bullish,10:40,,3091.4,3100.0,3091.4,3100.0,26,223.59999999999764,107.79,115.81,RSI5_50,S1,M&M-EQ,equity,BULL,all
rsi_bounce,2025-06-11,bullish,11:25,,244.47,244.76,244.47,244.76,339,98.3099999999973,109.61,-11.3,RSI5_50,S1,BANKBARODA-EQ,equity,BULL,all
rsi_bounce,2025-06-11,bullish,12:00,,4441.0,4445.3,4441.0,4445.3,18,77.40000000000327,107.38,-29.98,RSI5_50,S1,HEROMOTOCO-EQ,equity,BULL,all
rsi_bounce,2025-06-11,bullish,12:35,,8717.0,8717.0,8717.0,8717.0,9,0.0,106.24,-106.24,RSI5_50,S1,BAJAJ-AUTO-EQ,equity,BULL,all
rsi_bounce,2025-06-11,bullish,12:10,,946.5,945.7,946.5,945.7,87,-69.59999999999604,109.13,-178.73,RSI5_50,S1,BAJFINANCE-EQ,equity,BULL,all
rsi_bounce,2025-06-11,bullish,12:45,,2513.39,2485.27,2513.39,2485.27,33,-927.9599999999964,109.15,-1037.11,DISASTER_SL,S1,ADANIENT-EQ,equity,BULL,all
rsi_bounce,2025-06-11,bullish,12:40,,3857.33,3843.0,3857.33,3843.0,21,-300.9299999999985,108.0,-408.93,TIME75,S1,TRENT-EQ,equity,BULL,all
rsi_bounce,2025-06-11,bullish,12:55,,429.12,428.2,429.12,428.2,193,-177.56000000000307,109.42,-286.98,TIME75,S1,KOTAKBANK-EQ,equity,BULL,all
rsi_bounce,2025-06-11,bullish,13:55,,656.25,655.15,656.25,655.15,126,-138.60000000000286,109.36,-247.96,RSI5_50,S1,HINDALCO-EQ,equity,BULL,all
rsi_15min,2025-06-11,bullish,13:55,,256.23,256.95,256.23,256.95,323,232.55999999999045,109.59,122.97,S3_RSI50,S3,ETERNAL-EQ,equity,BULL,all
rsi_15min,2025-06-11,bullish,13:35,,690.55,688.3,690.55,688.3,120,-270.0,109.42,-379.42,S3_EXIT,S3,SHRIRAMFIN-EQ,equity,BULL,all
rsi_15min,2025-06-11,bullish,13:55,,133.08,133.13,133.08,133.13,623,31.149999999989376,109.6,-78.45,S3_EXIT,S3,SAIL-EQ,equity,BULL,all
rsi_bounce,2025-06-12,bullish,10:15,,2349.9,2355.0,2349.9,2355.0,35,178.49999999999682,109.17,69.33,RSI5_50,S1,HINDUNILVR-EQ,equity,BULL,all
rsi_bounce,2025-06-12,bullish,10:15,,3844.67,3817.0,3844.67,3817.0,21,-581.0700000000015,107.67,-688.74,RSI5_50,S1,TRENT-EQ,equity,BULL,all
rsi_bounce,2025-06-12,bullish,11:20,,337.45,337.85,337.45,337.85,245,98.00000000000836,109.46,-11.46,RSI5_50,S1,NTPC-EQ,equity,BULL,all
rsi_bounce,2025-06-12,bullish,10:20,,1425.8,1424.6,1425.8,1424.6,58,-69.60000000000264,109.4,-179.0,TIME75,S1,ICICIBANK-EQ,equity,BULL,all
rsi_bounce,2025-06-12,bullish,10:35,,1095.5,1090.5,1095.5,1090.5,75,-375.0,108.84,-483.84,TIME75,S1,TATACONSUM-EQ,equity,BULL,all
rsi_bounce,2025-06-12,bullish,12:00,,831.05,832.0,831.05,832.0,99,94.0500000000045,109.15,-15.1,RSI5_50,S1,INDUSINDBK-EQ,equity,BULL,all
rsi_bounce,2025-06-12,bullish,12:00,,4351.7,4372.2,4351.7,4372.2,19,389.5,109.61,279.89,RSI5_50,S1,HEROMOTOCO-EQ,equity,BULL,all
rsi_bounce,2025-06-12,bullish,11:40,,154.16,153.7,154.16,153.7,538,-247.48000000000428,109.49,-356.97,RSI5_50,S1,TATASTEEL-EQ,equity,BULL,all
rsi_bounce,2025-06-12,bullish,12:25,,292.9,292.95,292.9,292.95,283,14.150000000003217,109.58,-95.43,RSI5_50,S1,POWERGRID-EQ,equity,BULL,all
rsi_bounce,2025-06-12,bullish,12:30,,1852.5,1852.3,1852.5,1852.3,44,-8.800000000002001,108.53,-117.33,RSI5_50,S1,BHARTIARTL-EQ,equity,BULL,all
rsi_bounce,2025-06-12,bullish,13:35,,3032.0,3020.0,3032.0,3020.0,27,-324.0,108.64,-432.64,RSI5_50,S1,M&M-EQ,equity,BULL,all
rsi_bounce,2025-06-12,bullish,13:05,,1220.3,1215.4,1220.3,1215.4,68,-333.1999999999907,109.49,-442.69,TIME75,S1,AXISBANK-EQ,equity,BULL,all
rsi_bounce,2025-06-12,bullish,13:40,,524.5,520.85,524.5,520.85,158,-576.6999999999964,109.27,-685.97,RSI5_50,S1,JSWENERGY-EQ,equity,BULL,all
rsi_15min,2025-06-12,bullish,11:15,,421.4,421.0,421.4,421.0,196,-78.39999999999554,109.31,-187.71,S3_RSI50,S3,ITC-EQ,equity,BULL,all
rsi_15min,2025-06-12,bullish,11:25,,3505.7,3499.4,3505.7,3499.4,23,-144.89999999999372,107.81,-252.71,S3_RSI50,S3,TITAN-EQ,equity,BULL,all
rsi_15min,2025-06-12,bullish,11:15,,677.9,677.45,677.9,677.45,122,-54.89999999999168,109.41,-164.31,S3_TIME75,S3,SHRIRAMFIN-EQ,equity,BULL,all
rsi_15min,2025-06-12,bullish,13:35,,242.42,242.1,242.42,242.1,342,-109.43999999999767,109.53,-218.97,S3_EXIT,S3,BANKBARODA-EQ,equity,BULL,all
rsi_15min,2025-06-12,bullish,13:50,,1445.8,1449.3,1445.8,1449.3,57,199.5,109.31,90.19,S3_EXIT,S3,ADANIPORTS-EQ,equity,BULL,all
rsi_15min,2025-06-12,bullish,14:10,,2027.6,2037.0,2027.6,2037.0,40,376.00000000000364,108.41,267.59,S3_EXIT,S3,BAJAJFINSV-EQ,equity,BULL,all
rsi_bounce,2025-06-13,bullish,10:20,,957.85,957.85,957.85,957.85,86,0.0,109.2,-109.2,RSI5_50,S1,HDFCBANK-EQ,equity,BULL,all
rsi_bounce,2025-06-13,bullish,11:20,,642.8,642.35,642.8,642.35,129,-58.0499999999912,109.56,-167.61,RSI5_50,S1,HINDALCO-EQ,equity,BULL,all
rsi_bounce,2025-06-13,bullish,11:25,,789.9,791.0,789.9,791.0,105,115.50000000000239,109.66,5.84,RSI5_50,S1,SBIN-EQ,equity,BULL,all
rsi_bounce,2025-06-13,bullish,11:55,,1409.0,1409.7,1409.0,1409.7,58,40.60000000000264,108.7,-68.1,RSI5_50,S1,ICICIBANK-EQ,equity,BULL,all
rsi_bounce,2025-06-13,bullish,13:05,,388.8,389.65,388.8,389.65,213,149.29999999999274,129.6,19.7,RSI5_50,S1,COALINDIA-EQ,equity,BULL,all
rsi_bounce,2025-06-13,bullish,12:50,,251.23,250.66,251.23,250.66,330,-188.09999999999775,109.49,-297.59,RSI5_50,S1,ONGC-EQ,equity,BULL,all
rsi_bounce,2025-06-13,bullish,13:55,,1652.6,1655.5,1652.6,1655.5,50,70.00000000000455,129.44,-59.44,RSI5_50,S1,TECHM-EQ,equity,BULL,all
rsi_bounce,2025-06-16,bullish,12:00,,287.95,287.45,287.95,287.45,288,-144.0,109.54,-253.54,RSI5_50,S1,POWERGRID-EQ,equity,BULL,all
rsi_bounce,2025-06-16,bullish,12:30,,5535.5,5542.5,5535.5,5542.5,14,98.0,105.56,-7.56,RSI5_50,S1,BRITANNIA-EQ,equity,BULL,all
rsi_bounce,2025-06-16,bullish,12:30,,331.85,332.25,331.85,332.25,250,99.99999999999432,109.66,-9.66,RSI5_50,S1,NTPC-EQ,equity,BULL,all
rsi_bounce,2025-06-16,bullish,13:20,,2324.5,2325.7,2324.5,2325.7,35,41.99999999999363,108.44,-66.44,RSI5_50,S1,HINDUNILVR-EQ,equity,BULL,all
rsi_bounce,2025-06-17,bullish,10:15,,670.9,671.25,670.9,671.25,123,43.0500000000028,109.31,-66.26,RSI5_50,S1,SHRIRAMFIN-EQ,equity,BULL,all
rsi_bounce,2025-06-17,bullish,10:15,,428.48,428.78,428.48,428.78,193,57.89999999999122,109.46,-51.56,RSI5_50,S1,KOTAKBANK-EQ,equity,BULL,all
rsi_bounce,2025-06-17,bullish,10:15,,1430.0,1429.5,1430.0,1429.5,58,-29.0,109.59,-138.59,RSI5_50,S1,RELIANCE-EQ,equity,BULL,all
rsi_bounce,2025-06-17,bullish,10:50,,128.63,128.74,128.63,128.74,645,70.9500000000088,109.66,-38.71,RSI5_50,S1,SAIL-EQ,equity,BULL,all
rsi_bounce,2025-06-17,bullish,10:30,,1073.1,1072.4,1073.1,1072.4,77,-53.899999999985994,109.35,-163.25,TIME75,S1,TATACONSUM-EQ,equity,BULL,all
rsi_bounce,2025-06-17,bullish,11:10,,239.64,239.48,239.64,239.48,346,-55.35999999999882,109.56,-164.92,RSI5_50,S1,BANKBARODA-EQ,equity,BULL,all
rsi_bounce,2025-06-17,bullish,11:00,,7062.5,7034.0,7062.5,7034.0,11,-313.5,105.5,-419.0,TIME75,S1,APOLLOHOSP-EQ,equity,BULL,all
rsi_bounce,2025-06-17,bullish,11:50,,2013.0,2001.1,2013.0,2001.1,41,-487.90000000000373,109.07,-596.97,TIME75,S1,BAJAJFINSV-EQ,equity,BULL,all
rsi_bounce,2025-06-17,bullish,12:35,,391.75,391.15,391.75,391.15,211,-126.6000000000048,109.33,-235.93,RSI5_50,S1,COALINDIA-EQ,equity,BULL,all
rsi_bounce,2025-06-17,bullish,12:15,,3763.33,3750.0,3763.33,3750.0,22,-293.2599999999984,109.35,-402.61,TIME75,S1,TRENT-EQ,equity,BULL,all
rsi_15min,2025-06-17,bullish,11:35,,1505.7,1501.2,1505.7,1501.2,55,-247.5,109.38,-356.88,S3_TIME75,S3,CIPLA-EQ,equity,BULL,all
rsi_15min,2025-06-17,bullish,11:55,,1218.1,1217.5,1218.1,1217.5,68,-40.799999999993815,109.52,-150.32,S3_RSI50,S3,AXISBANK-EQ,equity,BULL,all
rsi_bounce,2025-06-18,bullish,10:25,,792.7,793.15,792.7,793.15,104,46.799999999992906,109.26,-62.46,RSI5_50,S1,SBIN-EQ,equity,BULL,all
rsi_bounce,2025-06-18,bullish,10:25,,3479.6,3480.0,3479.6,3480.0,23,9.200000000002092,107.43,-98.23,RSI5_50,S1,TCS-EQ,equity,BULL,all
rsi_bounce,2025-06-18,bullish,10:25,,390.8,389.5,390.8,389.5,212,-275.6000000000024,109.4,-385.0,TIME75,S1,COALINDIA-EQ,equity,BULL,all
rsi_bounce,2025-06-18,bullish,10:55,,841.0,839.05,841.0,839.05,98,-191.10000000000446,109.13,-300.23,RSI5_50,S1,INDUSINDBK-EQ,equity,BULL,all
rsi_bounce,2025-06-18,bullish,10:40,,2002.0,1990.4,2002.0,1990.4,41,-475.59999999999627,108.74,-584.34,RSI5_50,S1,BAJAJFINSV-EQ,equity,BULL,all
rsi_bounce,2025-06-18,bullish,11:40,,1642.2,1640.5,1642.2,1640.5,50,-85.00000000000227,108.95,-193.95,RSI5_50,S1,SUNPHARMA-EQ,equity,BULL,all
rsi_bounce,2025-06-18,bullish,13:15,,285.8,286.05,285.8,286.05,290,72.5,109.6,-37.1,RSI5_50,S1,POWERGRID-EQ,equity,BULL,all
rsi_bounce,2025-06-18,bullish,13:00,,3469.7,3455.0,3469.7,3455.0,23,-338.0999999999958,107.08,-445.18,TIME75,S1,TCS-EQ,equity,BULL,all
rsi_bounce,2025-06-18,bullish,13:50,,4365.2,4365.9,4365.2,4365.9,19,13.299999999996544,109.61,-96.31,RSI5_50,S1,HEROMOTOCO-EQ,equity,BULL,all
rsi_15min,2025-06-18,bullish,11:25,,661.25,661.75,661.25,661.75,125,62.5,109.42,-46.92,S3_RSI50,S3,SHRIRAMFIN-EQ,equity,BULL,all
rsi_15min,2025-06-18,bullish,11:25,,3605.0,3594.5,3605.0,3594.5,23,-241.5,109.46,-350.96,S3_TIME75,S3,LT-EQ,equity,BULL,all
rsi_15min,2025-06-18,bullish,11:35,,1414.2,1412.9,1414.2,1412.9,58,-75.39999999999736,108.88,-184.28,S3_TIME75,S3,ICICIBANK-EQ,equity,BULL,all
rsi_15min,2025-06-18,bullish,13:55,,1710.1,1712.1,1710.1,1712.1,48,96.0,109.02,-13.02,S3_EXIT,S3,TECHM-EQ,equity,BULL,all
rsi_15min,2025-06-18,bullish,14:25,,984.65,986.3,984.65,986.3,84,138.5999999999981,109.5,29.1,S3_EXIT,S3,JSWSTEEL-EQ,equity,BULL,all
rsi_15min,2025-06-18,bullish,14:25,,6567.0,6569.0,6567.0,6569.0,12,24.0,106.51,-82.51,S3_EXIT,S3,DIVISLAB-EQ,equity,BULL,all
rsi_bounce,2025-06-19,bullish,10:25,,1345.4,1348.8,1345.4,1348.8,61,207.39999999999168,109.06,98.34,RSI5_50,S1,ADANIPORTS-EQ,equity,BULL,all
rsi_bounce,2025-06-19,bullish,10:15,,781.85,783.4,781.85,783.4,106,164.29999999999518,109.65,54.65,RSI5_50,S1,SBIN-EQ,equity,BULL,all
rsi_bounce,2025-06-19,bullish,10:45,,3415.8,3422.6,3415.8,3422.6,24,163.19999999999345,108.97,54.23,RSI5_50,S1,TCS-EQ,equity,BULL,all
rsi_bounce,2025-06-19,bullish,10:20,,2375.82,2371.75,2375.82,2371.75,34,-138.38000000000557,107.92,-246.3,RSI5_50,S1,ADANIENT-EQ,equity,BULL,all
rsi_bounce,2025-06-19,bullish,11:00,,1491.6,1491.9,1491.6,1491.9,55,16.500000000010004,108.94,-92.44,RSI5_50,S1,CIPLA-EQ,equity,BULL,all
rsi_bounce,2025-06-19,bullish,11:25,,967.6,968.4,967.6,968.4,85,67.99999999999613,109.12,-41.12,RSI5_50,S1,HDFCBANK-EQ,equity,BULL,all
rsi_bounce,2025-06-19,bullish,11:50,,416.65,417.05,416.65,417.05,199,49.85000000000679,129.62,-79.77,RSI5_50,S1,ITC-EQ,equity,BULL,all
rsi_bounce,2025-06-19,bullish,11:25,,758.2,756.25,758.2,756.25,109,-27.30000000000348,129.28,-156.58,RSI5_50,S1,HDFCLIFE-EQ,equity,BULL,all
